perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type,unique_id
0.01,37240,99060,0.0,0.0,0.0,99.89,5,A,Urban,3300,1,Desiree Dean,59,516897,Software Engineer,Starlite Basic,White Collar,00724803298
0.544,31396,210090,0.0,0.0,0.0,99.48,12,A,Urban,1200,1,Angel Parrish,61,106744,Shopkeeper,MaxBupa Silver,Other,11248707256
0.145,29573,264510,0.0,0.0,0.0,99.52,20,A,Urban,9600,1,Steven Davis DDS,38,483398,Software Engineer,Starlite Basic,White Collar,04257000257
0.094,14974,300110,0.0,0.0,0.0,98.88,9,A,Urban,11700,1,Devin Ferguson,55,203300,Lawyer,Starlite Premium,Other,04770407286
0.072,26650,165140,0.0,0.0,0.0,99.84,13,A,Urban,11700,1,Kelly Bell,49,300044,Driver,Starlite Basic,Blue Collar,02105708616
0.156,24464,123060,0.0,0.0,0.0,99.82,5,A,Urban,1200,1,Edwin Mclean,18,44843,Student,MaxBupa Gold,White Collar,07003007816
0.058,31760,107610,0.0,0.0,0.0,99.08,16,A,Rural,9600,1,Derek Turner,43,271586,Construction Worker,MaxBupa Gold,Blue Collar,03873705843
0.061,29579,315070,0.0,0.0,0.0,99.86,13,A,Urban,22200,1,Melissa Howard,29,386202,Software Engineer,MaxBupa Silver,White Collar,06418002089
0.468,21907,117240,1.0,1.0,0.0,98.81,5,B,Urban,7500,1,Christine Diaz,56,447113,Teacher,Starlite Basic,White Collar,06374207702
0.018,16803,150520,0.0,0.0,0.0,98.99,12,B,Urban,5400,1,Jose Mullen,41,324472,Nurse,MaxBupa Gold,Other,02283500503
0.011,33230,212540,0.0,0.0,0.0,,5,A,Urban,20100,1,Elizabeth Snyder,25,362498,Teacher,MaxBupa Silver,White Collar,07550705265
0.002,10590,113580,0.0,0.0,0.0,98.57,7,C,Urban,9600,1,Mariah Baldwin,23,326031,Teacher,MaxBupa Silver,White Collar,06597508814
0.913,24465,150120,0.0,0.0,0.0,99.25,8,A,Urban,1200,1,Elizabeth Stein DVM,36,187571,Construction Worker,Starlite Premium,Blue Collar,05533201345
0.189,20447,120110,0.0,0.0,0.0,99.5,8,C,Rural,5400,1,Tyler Keith,21,569487,Software Engineer,MaxBupa Silver,White Collar,08509208455
0.097,14610,99380,0.0,0.0,0.0,99.62,6,B,Rural,3300,1,Hunter White,47,132713,Shopkeeper,MaxBupa Silver,Other,03309305046
0.0,24466,198100,0.0,0.0,0.0,99.3,12,A,Urban,11700,1,Tanya Tucker,50,267632,Construction Worker,Starlite Basic,Blue Collar,01071502248
0.207,16803,252060,0.0,0.0,0.0,99.22,9,D,Urban,18000,1,Amanda Miller,58,259696,Construction Worker,Starlite Basic,Blue Collar,04137004981
0.85,20084,186150,0.0,0.0,0.0,99.57,12,A,Rural,1200,1,Amy Patterson,33,495807,Teacher,MaxBupa Gold,White Collar,09257800372
0.049,21913,285150,0.0,0.0,0.0,99.88,8,A,Rural,5400,1,Abigail Villa,35,347364,Nurse,Starlite Basic,Other,02727808454
0.933,10593,113060,1.0,0.0,0.0,99.48,8,B,Urban,5400,1,Eric Miller,56,266156,Farmer,MaxBupa Silver,Blue Collar,01315103370
1.0,10232,105150,0.0,0.0,0.0,99.67,3,A,Urban,7500,1,Dr. Michael Hawkins,62,123786,Shopkeeper,Starlite Premium,Other,00058002006
0.045,23369,70480,0.0,0.0,0.0,98.2,9,A,Urban,3300,1,Marissa Johnson,48,228083,Nurse,MaxBupa Silver,Other,03660603656
0.007,32131,183270,0.0,0.0,0.0,,6,A,Urban,3300,1,Jonathan Schultz,62,690005,Doctor,MaxBupa Silver,White Collar,10616608327
0.2,16805,447400,1.0,0.0,0.0,99.01,15,A,Rural,1200,1,Joe Olson,58,303701,Teacher,Starlite Basic,White Collar,09586307521
0.109,10592,112570,1.0,0.0,0.0,98.98,12,A,Urban,7500,1,Diana Davis,51,294921,Construction Worker,MaxBupa Silver,Blue Collar,02169904001
0.597,23367,852420,0.0,0.0,0.0,99.56,12,A,Urban,57900,1,Lawrence Shelton,23,169076,Farmer,Starlite Basic,Blue Collar,07793906072
0.089,11694,100130,0.0,0.0,0.0,99.54,7,A,Urban,3300,1,Desiree Day,33,164966,Nurse,Starlite Premium,Other,04281108736
1.0,10957,54110,0.0,3.0,0.0,99.68,3,C,Rural,5700,1,Lisa Miller,26,445094,Teacher,Starlite Basic,White Collar,04604700997
0.889,10959,165070,0.0,0.0,0.0,98.23,13,C,Rural,5400,1,Dennis Williams Jr.,35,489224,Teacher,Starlite Premium,White Collar,11315308179
0.007,31761,315100,0.0,0.0,0.0,99.89,11,A,Urban,22200,1,Patricia Mullins,38,311056,Driver,Starlite Basic,Blue Collar,04247303290
0.554,8036,27980,0.0,0.0,0.0,99.84,4,A,Urban,1200,1,Mary Fox,57,322003,Driver,Starlite Basic,Blue Collar,05219601176
0.173,24464,114120,0.0,0.0,0.0,98.78,25,B,Urban,5400,1,Eric Shaw,18,47781,Student,Starlite Basic,White Collar,08641400551
1.0,7680,24720,0.0,0.0,0.0,,3,A,Urban,5700,1,Lori Martin,57,583723,Software Engineer,MaxBupa Silver,White Collar,01811900744
0.006,29571,690140,0.0,0.0,0.0,,6,A,Urban,57900,1,Robert Gonzalez,36,259566,Construction Worker,MaxBupa Silver,Blue Collar,01966307223
0.051,32130,137630,0.0,0.0,0.0,99.39,14,A,Urban,7500,1,Raymond Trujillo,25,658579,Software Engineer,Starlite Basic,White Collar,11093904554
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,John Anderson,30,138150,Lawyer,Starlite Basic,Other,11131902859
1.0,24462,96050,0.0,2.0,0.0,,2,A,Rural,5400,1,Anna Stephens,35,513736,Software Engineer,Starlite Basic,White Collar,02215708820
0.527,21912,300050,0.0,0.0,0.0,98.99,15,B,Rural,5400,1,Brady Morrow,32,128135,Nurse,Starlite Basic,Other,07516903459
1.0,12059,210050,0.0,0.0,0.0,,2,A,Urban,20100,1,Eric Heath,57,197048,Farmer,Starlite Premium,Blue Collar,00728602724
0.024,20080,390070,1.0,0.0,0.0,98.84,7,C,Urban,13800,1,Jamie Yu,39,432059,Teacher,Starlite Premium,White Collar,06963706847
1.0,10227,105070,0.0,0.0,0.0,99.15,5,B,Urban,1200,1,Angela Benton,33,382383,Shopkeeper,Starlite Basic,Other,08180807615
0.006,24463,400030,0.0,0.0,0.0,99.63,9,B,Urban,9600,1,Michael Patterson III,31,246890,Teacher,MaxBupa Gold,White Collar,06054907547
0.0,30305,315140,0.0,0.0,0.0,,10,A,Urban,20100,1,Kenneth Johnson,24,411553,Teacher,MaxBupa Silver,White Collar,09171009174
0.645,21545,264090,0.0,1.0,0.0,98.94,20,A,Urban,13800,1,Lori Cox,49,452689,Software Engineer,Starlite Basic,White Collar,11201606393
0.145,24468,87080,0.0,0.0,0.0,99.8,4,A,Urban,3300,1,Hannah Shaffer,16,12587,Student,MaxBupa Silver,White Collar,06439005358
0.036,21915,376530,0.0,0.0,0.0,99.52,10,A,Rural,28500,1,Matthew Ruiz,41,385921,Software Engineer,Starlite Basic,White Collar,10862709488
0.034,30666,135090,0.0,0.0,0.0,94.87,18,A,Urban,9600,1,Monica Dominguez,40,215333,Teacher,Starlite Basic,White Collar,08911702968
0.216,16802,107600,0.0,0.0,0.0,99.61,6,C,Urban,7500,1,Michael Hall,42,907907,Doctor,Starlite Premium,White Collar,07269500693
0.0,20080,290960,0.0,0.0,0.0,99.61,11,D,Urban,13800,1,Steven Baker,58,789342,Doctor,MaxBupa Gold,White Collar,10879202533
0.022,16803,360110,0.0,0.0,0.0,99.67,15,B,Urban,24300,1,Daniel Dunn,37,409558,Teacher,MaxBupa Gold,White Collar,00417406399
0.041,31770,57050,0.0,0.0,0.0,99.85,10,A,Rural,3300,1,Sheila Lee,32,278444,Driver,Starlite Premium,Blue Collar,02896200982
0.289,31766,51080,1.0,0.0,0.0,98.58,25,A,Rural,3300,1,Bradley Davis,37,268480,Farmer,Starlite Basic,Blue Collar,03491905364
0.936,29578,216130,0.0,0.0,0.0,97.62,9,A,Rural,1200,1,Mary Wolf,41,121109,Shopkeeper,MaxBupa Gold,Other,09356800079
0.275,23737,60070,0.0,0.0,0.0,97.83,12,A,Urban,1200,1,David Martinez,43,198532,Nurse,Starlite Basic,Other,01472704053
0.084,23736,123180,0.0,0.0,0.0,99.85,6,A,Urban,11700,1,Dawn Bates,18,27454,Student,MaxBupa Silver,White Collar,10415306258
0.085,16802,750080,0.0,0.0,0.0,99.38,18,A,Urban,36900,1,Dana Hicks,35,284079,Driver,Starlite Basic,Blue Collar,06443309576
1.0,8035,24140,0.0,0.0,0.0,,3,A,Rural,1200,1,Judy Pittman,23,43136,Student,Starlite Premium,White Collar,08804109025
0.0,12785,270110,0.0,0.0,0.0,98.5,10,C,Urban,1200,1,Ms. Nicole Alvarado,47,293717,Driver,Starlite Basic,Blue Collar,06725603107
0.012,30671,65040,0.0,0.0,0.0,97.64,6,A,Urban,5400,1,Vanessa Wilson,33,597258,Software Engineer,Starlite Basic,White Collar,10385903601
0.95,17161,90070,0.0,0.0,0.0,98.03,17,C,Urban,11700,1,Rita Porter,30,590074,Software Engineer,Starlite Basic,White Collar,07065106073
0.601,21913,145070,0.0,0.0,0.0,99.27,5,A,Rural,13800,1,Colleen Lee,33,534388,Doctor,MaxBupa Gold,White Collar,11064308126
0.023,30668,138040,0.0,0.0,0.0,99.88,8,A,Rural,1200,1,Tracy Williams,39,234990,Shopkeeper,MaxBupa Silver,Other,08571802142
0.019,26651,46530,0.0,0.0,0.0,98.44,8,A,Rural,1200,1,Kevin Fisher,27,539356,Software Engineer,MaxBupa Silver,White Collar,06454306310
0.152,16802,165070,0.0,0.0,0.0,99.19,16,B,Rural,15900,1,Michael Knapp,45,228915,Construction Worker,Starlite Premium,Blue Collar,05959502268
0.548,8044,64590,0.0,0.0,0.0,99.84,5,A,Rural,5400,1,Ryan Bates,50,426471,Teacher,MaxBupa Silver,White Collar,04051700445
0.009,30667,229030,0.0,0.0,0.0,99.88,5,A,Urban,5400,1,Elizabeth Jones,32,263811,Shopkeeper,MaxBupa Silver,Other,11339504883
0.696,29574,206980,0.0,0.0,0.0,98.38,10,A,Rural,9600,1,Carrie Hall,24,649386,Software Engineer,Starlite Basic,White Collar,00535804466
0.016,30668,119430,0.0,0.0,0.0,99.77,7,A,Rural,5400,1,Kylie Hamilton,44,645251,Software Engineer,Starlite Basic,White Collar,06064809026
0.023,29211,312780,0.0,0.0,0.0,99.37,12,A,Rural,34800,1,Andrea Rogers,60,385474,Lawyer,MaxBupa Gold,Other,09616406632
0.044,10225,135790,0.0,0.0,0.0,99.78,6,A,Urban,9600,1,Allen Werner,64,157372,Shopkeeper,MaxBupa Silver,Other,05539703316
0.036,23738,68130,0.0,0.0,0.0,99.61,11,A,Urban,5700,1,Shelly Harris,35,626985,Software Engineer,Starlite Basic,White Collar,06391601701
0.003,29214,191580,0.0,0.0,0.0,99.34,17,A,Rural,15900,1,Casey Jennings,37,442800,Software Engineer,Starlite Basic,White Collar,03298202526
0.01,26652,86380,0.0,0.0,0.0,98.21,13,A,Urban,3300,1,Natalie Boone,42,674275,Software Engineer,MaxBupa Silver,White Collar,04602100068
0.04,10596,210050,0.0,1.0,0.0,99.7,8,A,Rural,9600,1,Tara Reeves,38,521909,Software Engineer,MaxBupa Silver,White Collar,03789201168
0.026,36870,50050,0.0,0.0,0.0,99.87,7,A,Rural,5700,1,Linda Clark,35,486108,Software Engineer,Starlite Basic,White Collar,04834800048
1.0,16795,81080,0.0,1.0,0.0,99.2,7,B,Urban,3300,0,Hayley Newman,47,777813,Doctor,MaxBupa Silver,White Collar,06325401053
0.057,10955,79960,0.0,0.0,0.0,99.84,6,A,Rural,5700,1,Nathan Winters,54,303330,Teacher,MaxBupa Silver,White Collar,00190704029
1.0,8036,24130,,,,,2,A,Urban,1200,0,Johnny Ford,32,153901,Shopkeeper,Starlite Basic,Other,06011200880
0.049,31397,99450,0.0,0.0,0.0,,4,A,Urban,5400,1,Hunter Finley,30,316353,Teacher,Starlite Premium,White Collar,10724702651
0.531,18623,263750,1.0,0.0,1.0,98.5,22,C,Urban,5400,0,Joel Obrien,23,304624,Software Engineer,MaxBupa Gold,White Collar,00837807759
0.001,16805,575110,0.0,0.0,0.0,99.26,14,A,Rural,22200,1,Ryan Leonard,43,156505,Farmer,Starlite Basic,Blue Collar,01938302439
0.21,19355,193680,0.0,0.0,0.0,99.17,10,B,Rural,15900,1,Nathan Aguilar,16,3926,Student,MaxBupa Silver,White Collar,02853004924
0.015,29215,99070,0.0,0.0,0.0,99.86,15,A,Urban,13800,1,Juan Hunter,18,259082,Nurse,Starlite Premium,Other,02673601467
0.077,31770,90050,0.0,0.0,0.0,99.78,11,A,Urban,5400,1,Todd Taylor,43,228335,Construction Worker,Starlite Basic,Blue Collar,06441907292
0.003,29206,55270,0.0,0.0,0.0,99.11,18,A,Rural,3300,1,Loretta Haynes,64,267590,Lawyer,MaxBupa Silver,Other,01040005035
0.001,10598,150050,0.0,0.0,0.0,99.86,8,A,Urban,7500,1,Kelly Davis,25,369412,Software Engineer,Starlite Basic,White Collar,00145402441
0.012,30672,195100,0.0,0.0,0.0,99.27,8,A,Urban,7500,1,Kara Collier,27,332784,Nurse,Starlite Basic,Other,10691106554
0.0,30669,129070,0.0,0.0,0.0,,7,A,Rural,11700,1,Mary Huber,18,306689,Lawyer,Starlite Basic,Other,08194800230
0.003,14980,204080,0.0,0.0,0.0,99.65,8,A,Urban,11700,1,Samantha Walker,19,243829,Construction Worker,Starlite Basic,Blue Collar,04193001320
1.0,31760,63090,0.0,0.0,0.0,99.87,7,A,Rural,1200,1,Rebecca Ramsey,18,263052,Lawyer,Starlite Basic,Other,07177200041
0.905,14974,126630,2.0,2.0,1.0,98.85,13,B,Urban,15900,1,Laurie Weber,18,203969,Shopkeeper,Starlite Basic,Other,01713800777
0.0,29572,150100,3.0,1.0,1.0,99.63,14,A,Urban,9600,1,Frank Smith,50,690052,Software Engineer,Starlite Basic,White Collar,01759908950
0.005,27388,210090,0.0,0.0,0.0,99.78,12,A,Urban,3300,1,Philip Smith,33,891472,Doctor,Starlite Basic,White Collar,05400408404
0.485,14977,137580,0.0,0.0,0.0,98.97,5,C,Rural,11700,1,Erica Gomez,48,210739,Nurse,Starlite Basic,Other,04946201729
0.022,31760,162140,0.0,0.0,0.0,99.89,8,A,Urban,9600,1,Lisa Brown,58,155565,Shopkeeper,MaxBupa Silver,Other,08155403910
0.009,10965,39050,0.0,0.0,1.0,99.78,10,A,Urban,1200,1,Kendra Ibarra,53,322940,Software Engineer,MaxBupa Silver,White Collar,05155200579
0.027,29206,80370,0.0,0.0,0.0,99.16,5,A,Rural,5400,1,Kevin Stephens,45,307890,Teacher,MaxBupa Gold,White Collar,08768109941
0.911,10965,90050,0.0,0.0,0.0,98.95,10,A,Rural,3300,1,Tricia Robinson,35,335264,Driver,Starlite Premium,Blue Collar,02669605839
0.026,32858,315070,0.0,0.0,0.0,99.89,16,A,Urban,13800,1,Lisa George,54,329721,Construction Worker,Starlite Basic,Blue Collar,05674008271
0.88,18628,150030,1.0,0.0,0.0,99.85,4,B,Urban,5400,1,Samantha Weber,55,338891,Teacher,MaxBupa Silver,White Collar,05890907275
0.02,31765,160200,0.0,0.0,0.0,99.89,6,A,Urban,7500,1,David Klein,34,155482,Driver,Starlite Premium,Blue Collar,07275201491
0.0,31767,60060,0.0,0.0,0.0,99.86,12,A,Urban,3300,1,Jennifer Campbell,56,588482,Doctor,MaxBupa Silver,White Collar,07725909109
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Michael Moore,35,302985,Shopkeeper,MaxBupa Gold,Other,10080305610
0.01,32498,165780,0.0,0.0,0.0,99.89,6,A,Rural,13800,1,Maria Hunt,31,637262,Software Engineer,Starlite Basic,White Collar,01902700061
0.333,18621,175560,2.0,0.0,0.0,97.19,20,C,Urban,7500,1,Louis Poole,41,425983,Software Engineer,Starlite Basic,White Collar,10399605471
0.008,32129,47610,0.0,0.0,0.0,,6,A,Rural,3300,1,Kelly Hernandez,50,320823,Software Engineer,Starlite Premium,White Collar,09617203905
0.108,30674,135140,0.0,0.0,0.0,99.24,7,A,Rural,15900,1,Robert Waters,62,269095,Construction Worker,MaxBupa Silver,Blue Collar,05281606531
0.057,23369,255090,0.0,0.0,0.0,98.42,8,B,Rural,20100,1,Jose Baker,42,474027,Software Engineer,Starlite Basic,White Collar,09665700402
0.221,18623,166140,0.0,0.0,0.0,99.19,7,C,Urban,7500,1,Mary Soto,18,37729,Student,Starlite Premium,White Collar,02514700332
0.046,27024,76220,1.0,0.0,0.0,99.86,12,A,Urban,1200,1,Jordan Miller PhD,49,475914,Software Engineer,Starlite Premium,White Collar,02583302084
0.392,18628,120040,0.0,0.0,0.0,99.74,4,A,Urban,5400,1,Alison Chen,45,547513,Software Engineer,MaxBupa Silver,White Collar,08728809557
0.779,17167,120530,1.0,0.0,0.0,99.03,7,C,Urban,3300,1,Joseph Thompson,33,373867,Teacher,MaxBupa Gold,White Collar,03484100164
0.37,10228,80060,0.0,0.0,0.0,99.45,6,A,Urban,5400,1,Rhonda Cooper,49,296839,Nurse,Starlite Basic,Other,03572704379
0.0,10228,90090,5.0,0.0,0.0,99.32,10,A,Urban,9600,1,Nancy Allison,52,406987,Teacher,Starlite Basic,White Collar,01937202715
0.005,32859,100080,0.0,0.0,0.0,,5,A,Urban,7500,1,Jennifer Miller DDS,57,286196,Nurse,MaxBupa Silver,Other,11045908923
0.257,26288,267610,0.0,0.0,1.0,99.58,12,A,Urban,26400,1,Cathy Nash,40,146801,Shopkeeper,Starlite Basic,Other,11340607346
1.0,18630,287210,0.0,0.0,0.0,99.88,4,A,Urban,11700,1,Katherine Lester,27,287670,Farmer,Starlite Basic,Blue Collar,10387005453
0.051,30666,99030,0.0,0.0,0.0,99.72,6,A,Urban,3300,1,Judith Buckley,57,247918,Construction Worker,Starlite Basic,Blue Collar,08520007046
0.003,33225,113830,0.0,0.0,0.0,,7,A,Urban,13800,1,Tami Thompson,44,557680,Software Engineer,Starlite Basic,White Collar,08897101334
0.14,24464,262650,0.0,0.0,0.0,97.59,12,A,Urban,13800,1,Antonio Strickland,54,478876,Teacher,Starlite Basic,White Collar,09542308698
0.361,10591,60120,0.0,0.0,0.0,99.67,7,A,Urban,1200,1,Ruben Greene,54,660424,Software Engineer,Starlite Basic,White Collar,06932701659
0.022,32491,144130,0.0,0.0,0.0,99.89,15,A,Urban,3300,1,Kendra Harris,55,530163,Software Engineer,Starlite Basic,White Collar,08641603578
0.023,31766,180730,0.0,0.0,0.0,99.23,16,A,Urban,5400,1,Christine Gutierrez,20,271713,Shopkeeper,MaxBupa Gold,Other,10218200753
0.532,24467,54310,0.0,0.0,0.0,,14,A,Urban,3300,1,Ian Sanchez,53,388628,Software Engineer,MaxBupa Silver,White Collar,00030606584
0.072,32857,112610,0.0,0.0,0.0,99.88,4,A,Urban,5400,1,Nicole Adams,49,254518,Driver,Starlite Basic,Blue Collar,09917300706
0.006,33595,56710,0.0,0.0,0.0,,3,A,Urban,3300,1,Janet Blake,20,10027,Student,MaxBupa Silver,White Collar,04599403014
0.614,14610,189830,0.0,0.0,0.0,99.22,8,B,Urban,7500,1,Joseph Nelson,31,233480,Nurse,Starlite Basic,Other,01628908558
0.069,20446,82990,0.0,0.0,0.0,99.47,7,A,Urban,1200,1,Christopher Cole,51,381827,Teacher,MaxBupa Gold,White Collar,09960309875
0.246,30670,90030,0.0,0.0,0.0,99.39,10,B,Urban,5400,0,Joseph Compton,60,366575,Software Engineer,MaxBupa Gold,White Collar,08656409582
0.017,24470,163640,0.0,0.0,0.0,99.09,14,A,Rural,7500,1,Matthew Lin,33,625144,Software Engineer,MaxBupa Gold,White Collar,01522908928
0.0,32130,114360,0.0,0.0,0.0,,3,A,Urban,7500,1,Timothy Rodriguez,34,184058,Nurse,MaxBupa Gold,Other,06032209556
0.782,10226,150060,0.0,0.0,0.0,99.58,10,C,Rural,3300,1,Christine Stein,64,271166,Construction Worker,Starlite Basic,Blue Collar,05586308983
0.02,30674,315090,0.0,0.0,0.0,99.89,13,A,Urban,22200,1,Lawrence Glover,49,483299,Teacher,Starlite Premium,White Collar,10587101834
0.055,16431,287560,0.0,0.0,0.0,99.13,7,A,Rural,3300,1,Melissa Rodriguez,23,344609,Teacher,Starlite Basic,White Collar,05649102996
0.837,18620,257110,0.0,0.0,0.0,98.8,14,B,Urban,26400,0,George Hernandez,49,284801,Construction Worker,Starlite Premium,Blue Collar,08643405427
0.046,21905,270090,0.0,0.0,0.0,98.76,13,B,Rural,11700,1,Jill Manning,24,254008,Driver,MaxBupa Silver,Blue Collar,01321803879
0.168,26291,112620,1.0,0.0,0.0,99.02,8,A,Rural,7500,1,Kevin Nelson,41,192626,Nurse,Starlite Basic,Other,02683707156
0.189,30303,37600,0.0,0.0,0.0,99.75,9,A,Rural,1200,1,Sandra Johnson,56,294115,Nurse,Starlite Basic,Other,00916305081
1.0,10963,178150,0.0,4.0,0.0,99.8,8,A,Urban,18000,1,Kelly Thomas,45,305692,Driver,Starlite Basic,Blue Collar,07070509114
0.02,14611,375150,0.0,0.0,0.0,99.21,25,A,Urban,24300,1,Jacqueline Castillo,49,468535,Teacher,MaxBupa Silver,White Collar,00907107244
0.028,30675,120110,0.0,0.0,0.0,99.89,3,A,Urban,5400,1,Michael Montgomery,22,222783,Farmer,MaxBupa Gold,Blue Collar,05475605400
0.982,10230,68230,0.0,1.0,0.0,99.86,4,A,Urban,1200,1,Donna Mcdaniel,29,318460,Teacher,MaxBupa Silver,White Collar,06210905395
0.0,29212,48150,0.0,0.0,0.0,,3,A,Rural,7500,1,Jason Lopez,23,427017,Teacher,Starlite Basic,White Collar,08245609427
0.006,10592,60100,1.0,0.0,0.0,99.17,9,A,Rural,5400,1,Caitlin Wilson,45,485244,Teacher,MaxBupa Silver,White Collar,02321302246
0.535,21915,434010,3.0,3.0,1.0,99.66,11,D,Urban,9600,1,Evelyn Rosales,19,171123,Driver,Starlite Basic,Blue Collar,05004700835
0.016,16803,720090,1.0,0.0,0.0,99.21,7,E,Urban,41100,1,Robert Watkins,31,685901,Software Engineer,Starlite Basic,White Collar,10541508394
0.033,24467,137650,0.0,0.0,0.0,99.84,13,A,Urban,9600,1,Susan Stokes,35,283440,Teacher,Starlite Premium,White Collar,10861309042
0.265,21905,290070,0.0,0.0,0.0,99.2,9,B,Urban,18000,1,Rebecca Anderson,25,12380,Student,Starlite Basic,White Collar,02902400432
0.1,16795,191460,1.0,0.0,0.0,99.0,21,A,Urban,9600,1,Maureen Thompson,64,177468,Lawyer,MaxBupa Silver,Other,01454303378
0.552,18628,212650,0.0,0.0,0.0,98.93,10,B,Urban,9600,1,Melissa Singleton,52,390287,Teacher,Starlite Basic,White Collar,06362006817
0.432,20087,469310,0.0,0.0,0.0,99.35,12,E,Urban,28500,1,Christina Davis,19,293615,Farmer,Starlite Basic,Blue Collar,08764808131
0.0,30666,48040,0.0,0.0,0.0,,7,A,Rural,5700,1,Patrick Adams,41,225546,Shopkeeper,MaxBupa Gold,Other,10842209621
0.053,29210,170530,0.0,0.0,0.0,99.11,16,B,Urban,7500,1,Leah Garza,18,220242,Shopkeeper,Starlite Basic,Other,01576606066
0.551,32495,110080,0.0,0.0,0.0,98.7,18,A,Rural,3300,1,Kimberly Miller,62,227797,Nurse,Starlite Basic,Other,08565401193
0.573,20447,120120,0.0,0.0,0.0,99.17,8,A,Urban,7500,1,Carl Freeman,51,326532,Driver,Starlite Premium,Blue Collar,07485006934
0.067,21913,462140,1.0,0.0,0.0,99.47,15,A,Rural,24300,1,Julie Brown,37,415194,Software Engineer,Starlite Basic,White Collar,00317005461
0.059,10233,123150,0.0,0.0,0.0,99.76,14,A,Urban,7500,1,Daisy Martin,18,7040,Student,MaxBupa Gold,White Collar,00045503071
0.067,11692,225110,0.0,0.0,0.0,99.19,20,A,Rural,9600,1,James Carter,30,459995,Teacher,MaxBupa Silver,White Collar,03616903044
0.095,20081,190220,0.0,0.0,0.0,98.54,14,B,Rural,13800,1,Mr. Jeffrey Kelley,46,264113,Shopkeeper,Starlite Basic,Other,00952703263
0.619,16805,97590,0.0,0.0,0.0,97.83,14,A,Urban,5400,1,Mason Johnson,52,292518,Farmer,Starlite Basic,Blue Collar,11348002729
0.014,24462,149800,0.0,0.0,0.0,99.21,7,B,Rural,18000,1,Melissa Wright,50,121396,Nurse,MaxBupa Silver,Other,03299703433
0.0,32861,45140,0.0,0.0,0.0,,3,A,Urban,5700,1,Christopher Lee,28,219104,Driver,Starlite Basic,Blue Collar,09245600433
0.011,23372,225150,0.0,0.0,0.0,99.85,18,A,Urban,9600,1,Tiffany Conway,62,164237,Shopkeeper,Starlite Basic,Other,09922503272
0.109,20083,331220,0.0,0.0,0.0,99.66,8,D,Rural,9600,1,Connie Sullivan,45,550854,Software Engineer,Starlite Basic,White Collar,08335807001
0.037,30672,34210,0.0,0.0,0.0,99.54,5,A,Urban,1200,1,Matthew Moore,34,227038,Teacher,Starlite Basic,White Collar,01348309726
0.747,14973,343950,0.0,0.0,0.0,98.86,15,B,Urban,18000,1,James Brown,26,663230,Software Engineer,Starlite Basic,White Collar,04758500104
0.036,27385,90090,0.0,0.0,0.0,99.81,19,A,Rural,3300,1,Karen Stout,63,768428,Doctor,Starlite Basic,White Collar,06762903315
0.017,31760,114110,0.0,0.0,0.0,98.73,8,A,Urban,7500,1,Andrew Erickson,47,193544,Nurse,Starlite Basic,Other,10493401656
0.948,16071,249070,3.0,0.0,0.0,98.6,11,D,Rural,7500,1,Sherri Riley,34,854774,Doctor,Starlite Basic,White Collar,08609101533
0.206,30674,90940,0.0,0.0,0.0,99.26,13,A,Urban,5400,1,Christian Wilson,30,435048,Teacher,MaxBupa Silver,White Collar,03883104680
0.033,16801,307890,0.0,0.0,0.0,99.21,8,C,Urban,20100,1,Melissa Mitchell,52,341663,Teacher,Starlite Basic,White Collar,10509408813
0.022,26654,73810,0.0,0.0,0.0,99.81,8,A,Urban,5400,1,Stephen Livingston,42,372108,Nurse,MaxBupa Gold,Other,07161309002
0.399,23006,179850,1.0,0.0,1.0,99.3,13,A,Urban,11700,1,Susan Davis,44,222271,Farmer,Starlite Basic,Blue Collar,06148306622
0.204,16068,234080,0.0,0.0,0.0,99.37,14,A,Urban,1200,1,Kimberly Morse,47,114556,Nurse,Starlite Basic,Other,07541301443
0.077,14976,426150,0.0,0.0,1.0,99.28,14,A,Urban,43200,1,Dr. Wayne Sutton,16,12280,Student,MaxBupa Silver,White Collar,09010100214
0.029,24469,122130,0.0,0.0,0.0,99.31,11,A,Rural,13800,1,Benjamin Cooper,41,376287,Shopkeeper,MaxBupa Gold,Other,00917905356
